Ward,Year,Month,Burglary Cases,Codes,Borough,Population,Hectares,Square Kilometres,Population per hectare,Population per square kilometre,Census population (2011),Police Workforce
Brunswick Park,2019,10,14,E05000043,Barnet,16891.0,317.4,3.174,51.650913673598,5321.676118462508,16394.000000000004,40791
Brunswick Park,2019,11,16,E05000043,Barnet,16891.0,317.4,3.174,51.650913673598,5321.676118462508,16394.000000000004,40791
Brunswick Park,2019,12,28,E05000043,Barnet,16891.0,317.4,3.174,51.650913673598,5321.676118462508,16394.000000000004,40791
Burnt Oak,2019,1,23,E05000044,Barnet,20267.0,206.4,2.064,88.2606589147287,9819.282945736433,18217.000000000004,40791
Burnt Oak,2019,2,20,E05000044,Barnet,20267.0,206.4,2.064,88.2606589147287,9819.282945736433,18217.000000000004,40791
Burnt Oak,2019,3,18,E05000044,Barnet,20267.0,206.4,2.064,88.2606589147287,9819.282945736433,18217.000000000004,40791
Burnt Oak,2019,4,15,E05000044,Barnet,20267.0,206.4,2.064,88.2606589147287,9819.282945736433,18217.000000000004,40791
Burnt Oak,2019,5,13,E05000044,Barnet,20267.0,206.4,2.064,88.2606589147287,9819.282945736433,18217.000000000004,40791
Burnt Oak,2019,6,8,E05000044,Barnet,20267.0,206.4,2.064,88.2606589147287,9819.282945736433,18217.000000000004,40791
Burnt Oak,2019,7,14,E05000044,Barnet,20267.0,206.4,2.064,88.2606589147287,9819.282945736433,18217.000000000004,40791
Burnt Oak,2019,8,21,E05000044,Barnet,20267.0,206.4,2.064,88.2606589147287,9819.282945736433,18217.000000000004,40791
Burnt Oak,2019,9,11,E05000044,Barnet,20267.0,206.4,2.064,88.2606589147287,9819.282945736433,18217.000000000004,40791
Burnt Oak,2019,10,17,E05000044,Barnet,20267.0,206.4,2.064,88.2606589147287,9819.282945736433,18217.000000000004,40791
Burnt Oak,2019,11,21,E05000044,Barnet,20267.0,206.4,2.064,88.2606589147287,9819.282945736433,18217.000000000004,40791
Burnt Oak,2019,12,24,E05000044,Barnet,20267.0,206.4,2.064,88.2606589147287,9819.282945736433,18217.000000000004,40791
Childs Hill,2019,1,33,E05000045,Barnet,22626.0,308.9,3.089,64.90449983813532,7324.700550339916,20049.0,40791
Childs Hill,2019,2,49,E05000045,Barnet,22626.0,308.9,3.089,64.90449983813532,7324.700550339916,20049.0,40791
Childs Hill,2019,3,38,E05000045,Barnet,22626.0,308.9,3.089,64.90449983813532,7324.700550339916,20049.0,40791
Childs Hill,2019,4,29,E05000045,Barnet,22626.0,308.9,3.089,64.90449983813532,7324.700550339916,20049.0,40791
Childs Hill,2019,5,34,E05000045,Barnet,22626.0,308.9,3.089,64.90449983813532,7324.700550339916,20049.0,40791
Childs Hill,2019,6,46,E05000045,Barnet,22626.0,308.9,3.089,64.90449983813532,7324.700550339916,20049.0,40791
Childs Hill,2019,7,32,E05000045,Barnet,22626.0,308.9,3.089,64.90449983813532,7324.700550339916,20049.0,40791
Childs Hill,2019,8,25,E05000045,Barnet,22626.0,308.9,3.089,64.90449983813532,7324.700550339916,20049.0,40791
Childs Hill,2019,9,32,E05000045,Barnet,22626.0,308.9,3.089,64.90449983813532,7324.700550339916,20049.0,40791
Childs Hill,2019,10,17,E05000045,Barnet,22626.0,308.9,3.089,64.90449983813532,7324.700550339916,20049.0,40791
Childs Hill,2019,11,30,E05000045,Barnet,22626.0,308.9,3.089,64.90449983813532,7324.700550339916,20049.0,40791
Childs Hill,2019,12,25,E05000045,Barnet,22626.0,308.9,3.089,64.90449983813532,7324.700550339916,20049.0,40791
East Barnet,2019,1,9,E05000048,Barnet,16985.0,375.2,3.752,43.0090618336887,4526.918976545842,16136.999999999998,40791
East Barnet,2019,2,13,E05000048,Barnet,16985.0,375.2,3.752,43.0090618336887,4526.918976545842,16136.999999999998,40791
East Barnet,2019,3,7,E05000048,Barnet,16985.0,375.2,3.752,43.0090618336887,4526.918976545842,16136.999999999998,40791
East Barnet,2019,4,10,E05000048,Barnet,16985.0,375.2,3.752,43.0090618336887,4526.918976545842,16136.999999999998,40791
East Barnet,2019,5,9,E05000048,Barnet,16985.0,375.2,3.752,43.0090618336887,4526.918976545842,16136.999999999998,40791
East Barnet,2019,6,11,E05000048,Barnet,16985.0,375.2,3.752,43.0090618336887,4526.918976545842,16136.999999999998,40791
East Barnet,2019,7,8,E05000048,Barnet,16985.0,375.2,3.752,43.0090618336887,4526.918976545842,16136.999999999998,40791
East Barnet,2019,8,6,E05000048,Barnet,16985.0,375.2,3.752,43.0090618336887,4526.918976545842,16136.999999999998,40791
East Barnet,2019,9,5,E05000048,Barnet,16985.0,375.2,3.752,43.0090618336887,4526.918976545842,16136.999999999998,40791
East Barnet,2019,10,7,E05000048,Barnet,16985.0,375.2,3.752,43.0090618336887,4526.918976545842,16136.999999999998,40791
East Barnet,2019,11,12,E05000048,Barnet,16985.0,375.2,3.752,43.0090618336887,4526.918976545842,16136.999999999998,40791
East Barnet,2019,12,15,E05000048,Barnet,16985.0,375.2,3.752,43.0090618336887,4526.918976545842,16136.999999999998,40791
East Finchley,2019,1,8,E05000049,Barnet,17427.0,252.4,2.524,63.34786053882724,6904.516640253566,15988.999999999996,40791
East Finchley,2019,2,13,E05000049,Barnet,17427.0,252.4,2.524,63.34786053882724,6904.516640253566,15988.999999999996,40791
East Finchley,2019,3,11,E05000049,Barnet,17427.0,252.4,2.524,63.34786053882724,6904.516640253566,15988.999999999996,40791
East Finchley,2019,4,12,E05000049,Barnet,17427.0,252.4,2.524,63.34786053882724,6904.516640253566,15988.999999999996,40791
East Finchley,2019,5,16,E05000049,Barnet,17427.0,252.4,2.524,63.34786053882724,6904.516640253566,15988.999999999996,40791
East Finchley,2019,6,14,E05000049,Barnet,17427.0,252.4,2.524,63.34786053882724,6904.516640253566,15988.999999999996,40791
East Finchley,2019,7,13,E05000049,Barnet,17427.0,252.4,2.524,63.34786053882724,6904.516640253566,15988.999999999996,40791
East Finchley,2019,8,15,E05000049,Barnet,17427.0,252.4,2.524,63.34786053882724,6904.516640253566,15988.999999999996,40791
East Finchley,2019,9,19,E05000049,Barnet,17427.0,252.4,2.524,63.34786053882724,6904.516640253566,15988.999999999996,40791
East Finchley,2019,10,12,E05000049,Barnet,17427.0,252.4,2.524,63.34786053882724,6904.516640253566,15988.999999999996,40791
East Finchley,2019,11,20,E05000049,Barnet,17427.0,252.4,2.524,63.34786053882724,6904.516640253566,15988.999999999996,40791
East Finchley,2019,12,25,E05000049,Barnet,17427.0,252.4,2.524,63.34786053882724,6904.516640253566,15988.999999999996,40791
Edgware,2019,1,36,E05000050,Barnet,20656.0,556.0,5.56,30.086330935251798,3715.107913669065,16728.0,40791
Edgware,2019,2,33,E05000050,Barnet,20656.0,556.0,5.56,30.086330935251798,3715.107913669065,16728.0,40791
Edgware,2019,3,43,E05000050,Barnet,20656.0,556.0,5.56,30.086330935251798,3715.107913669065,16728.0,40791
Edgware,2019,4,28,E05000050,Barnet,20656.0,556.0,5.56,30.086330935251798,3715.107913669065,16728.0,40791
Edgware,2019,5,25,E05000050,Barnet,20656.0,556.0,5.56,30.086330935251798,3715.107913669065,16728.0,40791
Edgware,2019,6,19,E05000050,Barnet,20656.0,556.0,5.56,30.086330935251798,3715.107913669065,16728.0,40791
Edgware,2019,7,17,E05000050,Barnet,20656.0,556.0,5.56,30.086330935251798,3715.107913669065,16728.0,40791
Edgware,2019,8,17,E05000050,Barnet,20656.0,556.0,5.56,30.086330935251798,3715.107913669065,16728.0,40791
Edgware,2019,9,28,E05000050,Barnet,20656.0,556.0,5.56,30.086330935251798,3715.107913669065,16728.0,40791
Edgware,2019,10,31,E05000050,Barnet,20656.0,556.0,5.56,30.086330935251798,3715.107913669065,16728.0,40791
Edgware,2019,11,38,E05000050,Barnet,20656.0,556.0,5.56,30.086330935251798,3715.107913669065,16728.0,40791
Edgware,2019,12,38,E05000050,Barnet,20656.0,556.0,5.56,30.086330935251798,3715.107913669065,16728.0,40791
Finchley Church End,2019,1,37,E05000051,Barnet,17104.0,270.9,2.7089999999999996,58.010335917312666,6313.768918420082,15715.0,40791
Finchley Church End,2019,2,23,E05000051,Barnet,17104.0,270.9,2.7089999999999996,58.010335917312666,6313.768918420082,15715.0,40791
Finchley Church End,2019,3,23,E05000051,Barnet,17104.0,270.9,2.7089999999999996,58.010335917312666,6313.768918420082,15715.0,40791
Finchley Church End,2019,4,39,E05000051,Barnet,17104.0,270.9,2.7089999999999996,58.010335917312666,6313.768918420082,15715.0,40791
Finchley Church End,2019,5,24,E05000051,Barnet,17104.0,270.9,2.7089999999999996,58.010335917312666,6313.768918420082,15715.0,40791
Finchley Church End,2019,6,29,E05000051,Barnet,17104.0,270.9,2.7089999999999996,58.010335917312666,6313.768918420082,15715.0,40791
Finchley Church End,2019,7,30,E05000051,Barnet,17104.0,270.9,2.7089999999999996,58.010335917312666,6313.768918420082,15715.0,40791
Finchley Church End,2019,8,28,E05000051,Barnet,17104.0,270.9,2.7089999999999996,58.010335917312666,6313.768918420082,15715.0,40791
Finchley Church End,2019,9,36,E05000051,Barnet,17104.0,270.9,2.7089999999999996,58.010335917312666,6313.768918420082,15715.0,40791
Finchley Church End,2019,10,31,E05000051,Barnet,17104.0,270.9,2.7089999999999996,58.010335917312666,6313.768918420082,15715.0,40791
Finchley Church End,2019,11,23,E05000051,Barnet,17104.0,270.9,2.7089999999999996,58.010335917312666,6313.768918420082,15715.0,40791
Finchley Church End,2019,12,18,E05000051,Barnet,17104.0,270.9,2.7089999999999996,58.010335917312666,6313.768918420082,15715.0,40791
Garden Suburb,2019,1,8,E05000052,Barnet,16874.0,473.1,4.731,33.66941450010568,3566.6878038469667,15929.0,40791
Garden Suburb,2019,2,8,E05000052,Barnet,16874.0,473.1,4.731,33.66941450010568,3566.6878038469667,15929.0,40791
Garden Suburb,2019,3,14,E05000052,Barnet,16874.0,473.1,4.731,33.66941450010568,3566.6878038469667,15929.0,40791
Garden Suburb,2019,4,10,E05000052,Barnet,16874.0,473.1,4.731,33.66941450010568,3566.6878038469667,15929.0,40791
Garden Suburb,2019,5,6,E05000052,Barnet,16874.0,473.1,4.731,33.66941450010568,3566.6878038469667,15929.0,40791
Garden Suburb,2019,6,15,E05000052,Barnet,16874.0,473.1,4.731,33.66941450010568,3566.6878038469667,15929.0,40791
Garden Suburb,2019,7,17,E05000052,Barnet,16874.0,473.1,4.731,33.66941450010568,3566.6878038469667,15929.0,40791
Garden Suburb,2019,8,8,E05000052,Barnet,16874.0,473.1,4.731,33.66941450010568,3566.6878038469667,15929.0,40791
Garden Suburb,2019,9,7,E05000052,Barnet,16874.0,473.1,4.731,33.66941450010568,3566.6878038469667,15929.0,40791
Garden Suburb,2019,10,4,E05000052,Barnet,16874.0,473.1,4.731,33.66941450010568,3566.6878038469667,15929.0,40791
Garden Suburb,2019,11,9,E05000052,Barnet,16874.0,473.1,4.731,33.66941450010568,3566.6878038469667,15929.0,40791
Garden Suburb,2019,12,7,E05000052,Barnet,16874.0,473.1,4.731,33.66941450010568,3566.6878038469667,15929.0,40791
Golders Green,2019,1,13,E05000053,Barnet,21431.0,297.8,2.978,63.1900604432505,7196.440564137004,18818.0,40791
Golders Green,2019,2,13,E05000053,Barnet,21431.0,297.8,2.978,63.1900604432505,7196.440564137004,18818.0,40791
Golders Green,2019,3,5,E05000053,Barnet,21431.0,297.8,2.978,63.1900604432505,7196.440564137004,18818.0,40791
Golders Green,2019,4,5,E05000053,Barnet,21431.0,297.8,2.978,63.1900604432505,7196.440564137004,18818.0,40791
Golders Green,2019,5,9,E05000053,Barnet,21431.0,297.8,2.978,63.1900604432505,7196.440564137004,18818.0,40791
Golders Green,2019,6,11,E05000053,Barnet,21431.0,297.8,2.978,63.1900604432505,7196.440564137004,18818.0,40791
Golders Green,2019,7,7,E05000053,Barnet,21431.0,297.8,2.978,63.1900604432505,7196.440564137004,18818.0,40791
Golders Green,2019,8,5,E05000053,Barnet,21431.0,297.8,2.978,63.1900604432505,7196.440564137004,18818.0,40791
Golders Green,2019,9,11,E05000053,Barnet,21431.0,297.8,2.978,63.1900604432505,7196.440564137004,18818.0,40791
Golders Green,2019,10,9,E05000053,Barnet,21431.0,297.8,2.978,63.1900604432505,7196.440564137004,18818.0,40791
Golders Green,2019,11,10,E05000053,Barnet,21431.0,297.8,2.978,63.1900604432505,7196.440564137004,18818.0,40791
Golders Green,2019,12,2,E05000053,Barnet,21431.0,297.8,2.978,63.1900604432505,7196.440564137004,18818.0,40791
Hendon,2019,1,8,E05000055,Barnet,20210.0,284.0,2.84,65.04225352112677,7116.197183098592,18472.0,40791
Hendon,2019,2,9,E05000055,Barnet,20210.0,284.0,2.84,65.04225352112677,7116.197183098592,18472.0,40791
Hendon,2019,3,22,E05000055,Barnet,20210.0,284.0,2.84,65.04225352112677,7116.197183098592,18472.0,40791
Hendon,2019,4,17,E05000055,Barnet,20210.0,284.0,2.84,65.04225352112677,7116.197183098592,18472.0,40791
Hendon,2019,5,28,E05000055,Barnet,20210.0,284.0,2.84,65.04225352112677,7116.197183098592,18472.0,40791
Hendon,2019,6,24,E05000055,Barnet,20210.0,284.0,2.84,65.04225352112677,7116.197183098592,18472.0,40791
Hendon,2019,7,21,E05000055,Barnet,20210.0,284.0,2.84,65.04225352112677,7116.197183098592,18472.0,40791
Hendon,2019,8,9,E05000055,Barnet,20210.0,284.0,2.84,65.04225352112677,7116.197183098592,18472.0,40791
Hendon,2019,9,16,E05000055,Barnet,20210.0,284.0,2.84,65.04225352112677,7116.197183098592,18472.0,40791
Hendon,2019,10,15,E05000055,Barnet,20210.0,284.0,2.84,65.04225352112677,7116.197183098592,18472.0,40791
Hendon,2019,11,14,E05000055,Barnet,20210.0,284.0,2.84,65.04225352112677,7116.197183098592,18472.0,40791
Hendon,2019,12,18,E05000055,Barnet,20210.0,284.0,2.84,65.04225352112677,7116.197183098592,18472.0,40791
High Barnet,2019,1,14,E05000056,Barnet,16037.0,830.9,8.309,18.422192802984714,1930.0758213984836,15307.0,40791
High Barnet,2019,2,22,E05000056,Barnet,16037.0,830.9,8.309,18.422192802984714,1930.0758213984836,15307.0,40791
High Barnet,2019,3,18,E05000056,Barnet,16037.0,830.9,8.309,18.422192802984714,1930.0758213984836,15307.0,40791
High Barnet,2019,4,23,E05000056,Barnet,16037.0,830.9,8.309,18.422192802984714,1930.0758213984836,15307.0,40791
High Barnet,2019,5,17,E05000056,Barnet,16037.0,830.9,8.309,18.422192802984714,1930.0758213984836,15307.0,40791
High Barnet,2019,6,11,E05000056,Barnet,16037.0,830.9,8.309,18.422192802984714,1930.0758213984836,15307.0,40791
High Barnet,2019,7,8,E05000056,Barnet,16037.0,830.9,8.309,18.422192802984714,1930.0758213984836,15307.0,40791
High Barnet,2019,8,13,E05000056,Barnet,16037.0,830.9,8.309,18.422192802984714,1930.0758213984836,15307.0,40791
High Barnet,2019,9,14,E05000056,Barnet,16037.0,830.9,8.309,18.422192802984714,1930.0758213984836,15307.0,40791
High Barnet,2019,10,25,E05000056,Barnet,16037.0,830.9,8.309,18.422192802984714,1930.0758213984836,15307.0,40791
High Barnet,2019,11,12,E05000056,Barnet,16037.0,830.9,8.309,18.422192802984714,1930.0758213984836,15307.0,40791
High Barnet,2019,12,18,E05000056,Barnet,16037.0,830.9,8.309,18.422192802984714,1930.0758213984836,15307.0,40791
Mill Hill,2019,1,12,E05000057,Barnet,21859.0,938.7,9.387,19.655907105571533,2328.6459997869392,18451.0,40791
Mill Hill,2019,2,11,E05000057,Barnet,21859.0,938.7,9.387,19.655907105571533,2328.6459997869392,18451.0,40791
Mill Hill,2019,3,9,E05000057,Barnet,21859.0,938.7,9.387,19.655907105571533,2328.6459997869392,18451.0,40791
Mill Hill,2019,4,8,E05000057,Barnet,21859.0,938.7,9.387,19.655907105571533,2328.6459997869392,18451.0,40791
Mill Hill,2019,5,9,E05000057,Barnet,21859.0,938.7,9.387,19.655907105571533,2328.6459997869392,18451.0,40791
Mill Hill,2019,6,6,E05000057,Barnet,21859.0,938.7,9.387,19.655907105571533,2328.6459997869392,18451.0,40791
Mill Hill,2019,7,4,E05000057,Barnet,21859.0,938.7,9.387,19.655907105571533,2328.6459997869392,18451.0,40791
Mill Hill,2019,8,12,E05000057,Barnet,21859.0,938.7,9.387,19.655907105571533,2328.6459997869392,18451.0,40791
Mill Hill,2019,9,10,E05000057,Barnet,21859.0,938.7,9.387,19.655907105571533,2328.6459997869392,18451.0,40791
Mill Hill,2019,10,7,E05000057,Barnet,21859.0,938.7,9.387,19.655907105571533,2328.6459997869392,18451.0,40791
Mill Hill,2019,11,12,E05000057,Barnet,21859.0,938.7,9.387,19.655907105571533,2328.6459997869392,18451.0,40791
Mill Hill,2019,12,16,E05000057,Barnet,21859.0,938.7,9.387,19.655907105571533,2328.6459997869392,18451.0,40791
West Finchley,2019,1,2,E05000061,Barnet,17789.0,216.1,2.161,76.50624710782049,8231.83711244794,16533.000000000007,40791
West Finchley,2019,2,3,E05000061,Barnet,17789.0,216.1,2.161,76.50624710782049,8231.83711244794,16533.000000000007,40791
West Finchley,2019,3,3,E05000061,Barnet,17789.0,216.1,2.161,76.50624710782049,8231.83711244794,16533.000000000007,40791
West Finchley,2019,4,4,E05000061,Barnet,17789.0,216.1,2.161,76.50624710782049,8231.83711244794,16533.000000000007,40791
West Finchley,2019,5,4,E05000061,Barnet,17789.0,216.1,2.161,76.50624710782049,8231.83711244794,16533.000000000007,40791
West Finchley,2019,6,4,E05000061,Barnet,17789.0,216.1,2.161,76.50624710782049,8231.83711244794,16533.000000000007,40791
West Finchley,2019,7,1,E05000061,Barnet,17789.0,216.1,2.161,76.50624710782049,8231.83711244794,16533.000000000007,40791
West Finchley,2019,8,5,E05000061,Barnet,17789.0,216.1,2.161,76.50624710782049,8231.83711244794,16533.000000000007,40791
West Finchley,2019,9,2,E05000061,Barnet,17789.0,216.1,2.161,76.50624710782049,8231.83711244794,16533.000000000007,40791
West Finchley,2019,10,3,E05000061,Barnet,17789.0,216.1,2.161,76.50624710782049,8231.83711244794,16533.000000000007,40791
West Finchley,2019,11,2,E05000061,Barnet,17789.0,216.1,2.161,76.50624710782049,8231.83711244794,16533.000000000007,40791
West Finchley,2019,12,9,E05000061,Barnet,17789.0,216.1,2.161,76.50624710782049,8231.83711244794,16533.000000000007,40791
West Hendon,2019,1,5,E05000062,Barnet,20770.0,342.6,3.426,50.79392877991827,6062.463514302393,17402.0,40791
West Hendon,2019,2,5,E05000062,Barnet,20770.0,342.6,3.426,50.79392877991827,6062.463514302393,17402.0,40791
West Hendon,2019,3,8,E05000062,Barnet,20770.0,342.6,3.426,50.79392877991827,6062.463514302393,17402.0,40791
West Hendon,2019,4,4,E05000062,Barnet,20770.0,342.6,3.426,50.79392877991827,6062.463514302393,17402.0,40791
West Hendon,2019,5,12,E05000062,Barnet,20770.0,342.6,3.426,50.79392877991827,6062.463514302393,17402.0,40791
West Hendon,2019,6,12,E05000062,Barnet,20770.0,342.6,3.426,50.79392877991827,6062.463514302393,17402.0,40791
West Hendon,2019,7,6,E05000062,Barnet,20770.0,342.6,3.426,50.79392877991827,6062.463514302393,17402.0,40791
West Hendon,2019,8,5,E05000062,Barnet,20770.0,342.6,3.426,50.79392877991827,6062.463514302393,17402.0,40791
West Hendon,2019,9,4,E05000062,Barnet,20770.0,342.6,3.426,50.79392877991827,6062.463514302393,17402.0,40791
West Hendon,2019,10,8,E05000062,Barnet,20770.0,342.6,3.426,50.79392877991827,6062.463514302393,17402.0,40791
West Hendon,2019,11,11,E05000062,Barnet,20770.0,342.6,3.426,50.79392877991827,6062.463514302393,17402.0,40791
West Hendon,2019,12,8,E05000062,Barnet,20770.0,342.6,3.426,50.79392877991827,6062.463514302393,17402.0,40791
Woodhouse,2019,1,6,E05000063,Barnet,18854.0,261.2,2.612,67.28560490045942,7218.223583460949,17575.0,40791
Woodhouse,2019,2,4,E05000063,Barnet,18854.0,261.2,2.612,67.28560490045942,7218.223583460949,17575.0,40791
Woodhouse,2019,3,7,E05000063,Barnet,18854.0,261.2,2.612,67.28560490045942,7218.223583460949,17575.0,40791
Woodhouse,2019,4,9,E05000063,Barnet,18854.0,261.2,2.612,67.28560490045942,7218.223583460949,17575.0,40791
Woodhouse,2019,5,6,E05000063,Barnet,18854.0,261.2,2.612,67.28560490045942,7218.223583460949,17575.0,40791
Woodhouse,2019,6,7,E05000063,Barnet,18854.0,261.2,2.612,67.28560490045942,7218.223583460949,17575.0,40791
Woodhouse,2019,7,4,E05000063,Barnet,18854.0,261.2,2.612,67.28560490045942,7218.223583460949,17575.0,40791
Woodhouse,2019,8,7,E05000063,Barnet,18854.0,261.2,2.612,67.28560490045942,7218.223583460949,17575.0,40791
Woodhouse,2019,9,5,E05000063,Barnet,18854.0,261.2,2.612,67.28560490045942,7218.223583460949,17575.0,40791
Woodhouse,2019,10,3,E05000063,Barnet,18854.0,261.2,2.612,67.28560490045942,7218.223583460949,17575.0,40791
Woodhouse,2019,11,7,E05000063,Barnet,18854.0,261.2,2.612,67.28560490045942,7218.223583460949,17575.0,40791
Woodhouse,2019,12,7,E05000063,Barnet,18854.0,261.2,2.612,67.28560490045942,7218.223583460949,17575.0,40791
Brunswick Park,2022,1,13,E05000043,Barnet,16787.0,317.4,3.174,51.650913673598,5288.9098928796475,16394.000000000004,45138
Brunswick Park,2022,2,11,E05000043,Barnet,16787.0,317.4,3.174,51.650913673598,5288.9098928796475,16394.000000000004,45138
Brunswick Park,2022,3,14,E05000043,Barnet,16787.0,317.4,3.174,51.650913673598,5288.9098928796475,16394.000000000004,45138
Brunswick Park,2022,4,7,E05000043,Barnet,16787.0,317.4,3.174,51.650913673598,5288.9098928796475,16394.000000000004,45138
Brunswick Park,2022,5,12,E05000043,Barnet,16787.0,317.4,3.174,51.650913673598,5288.9098928796475,16394.000000000004,45138
Brunswick Park,2022,6,6,E05000043,Barnet,16787.0,317.4,3.174,51.650913673598,5288.9098928796475,16394.000000000004,45138
Brunswick Park,2022,7,10,E05000043,Barnet,16787.0,317.4,3.174,51.650913673598,5288.9098928796475,16394.000000000004,45138
Brunswick Park,2022,8,7,E05000043,Barnet,16787.0,317.4,3.174,51.650913673598,5288.9098928796475,16394.000000000004,45138
Brunswick Park,2022,10,12,E05000043,Barnet,16787.0,317.4,3.174,51.650913673598,5288.9098928796475,16394.000000000004,45138
Brunswick Park,2022,11,8,E05000043,Barnet,16787.0,317.4,3.174,51.650913673598,5288.9098928796475,16394.000000000004,45138
Brunswick Park,2022,12,12,E05000043,Barnet,16787.0,317.4,3.174,51.650913673598,5288.9098928796475,16394.000000000004,45138
Burnt Oak,2022,1,18,E05000044,Barnet,20202.0,206.4,2.064,88.2606589147287,9787.790697674418,18217.000000000004,45138
Burnt Oak,2022,2,27,E05000044,Barnet,20202.0,206.4,2.064,88.2606589147287,9787.790697674418,18217.000000000004,45138
Burnt Oak,2022,3,12,E05000044,Barnet,20202.0,206.4,2.064,88.2606589147287,9787.790697674418,18217.000000000004,45138
Burnt Oak,2022,4,6,E05000044,Barnet,20202.0,206.4,2.064,88.2606589147287,9787.790697674418,18217.000000000004,45138
Burnt Oak,2022,5,18,E05000044,Barnet,20202.0,206.4,2.064,88.2606589147287,9787.790697674418,18217.000000000004,45138
Burnt Oak,2022,6,19,E05000044,Barnet,20202.0,206.4,2.064,88.2606589147287,9787.790697674418,18217.000000000004,45138
Burnt Oak,2022,7,15,E05000044,Barnet,20202.0,206.4,2.064,88.2606589147287,9787.790697674418,18217.000000000004,45138
Burnt Oak,2022,8,11,E05000044,Barnet,20202.0,206.4,2.064,88.2606589147287,9787.790697674418,18217.000000000004,45138
Burnt Oak,2022,10,18,E05000044,Barnet,20202.0,206.4,2.064,88.2606589147287,9787.790697674418,18217.000000000004,45138
Burnt Oak,2022,11,17,E05000044,Barnet,20202.0,206.4,2.064,88.2606589147287,9787.790697674418,18217.000000000004,45138
Burnt Oak,2022,12,18,E05000044,Barnet,20202.0,206.4,2.064,88.2606589147287,9787.790697674418,18217.000000000004,45138
Childs Hill,2022,1,22,E05000045,Barnet,22858.0,308.9,3.089,64.90449983813532,7399.805762382648,20049.0,45138
Childs Hill,2022,2,13,E05000045,Barnet,22858.0,308.9,3.089,64.90449983813532,7399.805762382648,20049.0,45138
Childs Hill,2022,3,24,E05000045,Barnet,22858.0,308.9,3.089,64.90449983813532,7399.805762382648,20049.0,45138
Childs Hill,2022,4,22,E05000045,Barnet,22858.0,308.9,3.089,64.90449983813532,7399.805762382648,20049.0,45138
Childs Hill,2022,5,33,E05000045,Barnet,22858.0,308.9,3.089,64.90449983813532,7399.805762382648,20049.0,45138
Childs Hill,2022,6,26,E05000045,Barnet,22858.0,308.9,3.089,64.90449983813532,7399.805762382648,20049.0,45138
Childs Hill,2022,7,21,E05000045,Barnet,22858.0,308.9,3.089,64.90449983813532,7399.805762382648,20049.0,45138
Childs Hill,2022,8,25,E05000045,Barnet,22858.0,308.9,3.089,64.90449983813532,7399.805762382648,20049.0,45138
Childs Hill,2022,10,38,E05000045,Barnet,22858.0,308.9,3.089,64.90449983813532,7399.805762382648,20049.0,45138
Childs Hill,2022,11,43,E05000045,Barnet,22858.0,308.9,3.089,64.90449983813532,7399.805762382648,20049.0,45138
Childs Hill,2022,12,34,E05000045,Barnet,22858.0,308.9,3.089,64.90449983813532,7399.805762382648,20049.0,45138
East Barnet,2022,1,7,E05000048,Barnet,17771.0,375.2,3.752,43.0090618336887,4736.407249466951,16136.999999999998,45138
East Barnet,2022,2,2,E05000048,Barnet,17771.0,375.2,3.752,43.0090618336887,4736.407249466951,16136.999999999998,45138
East Barnet,2022,3,2,E05000048,Barnet,17771.0,375.2,3.752,43.0090618336887,4736.407249466951,16136.999999999998,45138
East Barnet,2022,5,6,E05000048,Barnet,17771.0,375.2,3.752,43.0090618336887,4736.407249466951,16136.999999999998,45138
East Barnet,2022,6,3,E05000048,Barnet,17771.0,375.2,3.752,43.0090618336887,4736.407249466951,16136.999999999998,45138
East Barnet,2022,7,2,E05000048,Barnet,17771.0,375.2,3.752,43.0090618336887,4736.407249466951,16136.999999999998,45138
East Barnet,2022,8,2,E05000048,Barnet,17771.0,375.2,3.752,43.0090618336887,4736.407249466951,16136.999999999998,45138
East Barnet,2022,10,6,E05000048,Barnet,17771.0,375.2,3.752,43.0090618336887,4736.407249466951,16136.999999999998,45138
East Barnet,2022,11,4,E05000048,Barnet,17771.0,375.2,3.752,43.0090618336887,4736.407249466951,16136.999999999998,45138
East Barnet,2022,12,9,E05000048,Barnet,17771.0,375.2,3.752,43.0090618336887,4736.407249466951,16136.999999999998,45138
East Finchley,2022,1,15,E05000049,Barnet,17268.0,252.4,2.524,63.34786053882724,6841.521394611727,15988.999999999996,45138
East Finchley,2022,2,16,E05000049,Barnet,17268.0,252.4,2.524,63.34786053882724,6841.521394611727,15988.999999999996,45138
East Finchley,2022,3,16,E05000049,Barnet,17268.0,252.4,2.524,63.34786053882724,6841.521394611727,15988.999999999996,45138
East Finchley,2022,4,5,E05000049,Barnet,17268.0,252.4,2.524,63.34786053882724,6841.521394611727,15988.999999999996,45138
East Finchley,2022,5,18,E05000049,Barnet,17268.0,252.4,2.524,63.34786053882724,6841.521394611727,15988.999999999996,45138
East Finchley,2022,6,13,E05000049,Barnet,17268.0,252.4,2.524,63.34786053882724,6841.521394611727,15988.999999999996,45138
East Finchley,2022,7,12,E05000049,Barnet,17268.0,252.4,2.524,63.34786053882724,6841.521394611727,15988.999999999996,45138
East Finchley,2022,8,11,E05000049,Barnet,17268.0,252.4,2.524,63.34786053882724,6841.521394611727,15988.999999999996,45138
East Finchley,2022,10,7,E05000049,Barnet,17268.0,252.4,2.524,63.34786053882724,6841.521394611727,15988.999999999996,45138
