Ward,Year,Month,Burglary Cases,Codes,Borough,Population,Hectares,Square Kilometres,Population per hectare,Population per square kilometre,Census population (2011),Police Workforce
High Barnet,2017,12,22,E05000056,Barnet,15808.0,830.9,8.309,18.422192802984714,1902.515344806836,15307.0,41868
Mill Hill,2017,1,6,E05000057,Barnet,20699.0,938.7,9.387,19.655907105571533,2205.0708426547353,18451.0,41868
Mill Hill,2017,5,4,E05000057,Barnet,20699.0,938.7,9.387,19.655907105571533,2205.0708426547353,18451.0,41868
Mill Hill,2017,6,9,E05000057,Barnet,20699.0,938.7,9.387,19.655907105571533,2205.0708426547353,18451.0,41868
Mill Hill,2017,7,13,E05000057,Barnet,20699.0,938.7,9.387,19.655907105571533,2205.0708426547353,18451.0,41868
Mill Hill,2017,8,10,E05000057,Barnet,20699.0,938.7,9.387,19.655907105571533,2205.0708426547353,18451.0,41868
Mill Hill,2017,9,5,E05000057,Barnet,20699.0,938.7,9.387,19.655907105571533,2205.0708426547353,18451.0,41868
Mill Hill,2017,10,10,E05000057,Barnet,20699.0,938.7,9.387,19.655907105571533,2205.0708426547353,18451.0,41868
Mill Hill,2017,11,7,E05000057,Barnet,20699.0,938.7,9.387,19.655907105571533,2205.0708426547353,18451.0,41868
Mill Hill,2017,12,12,E05000057,Barnet,20699.0,938.7,9.387,19.655907105571533,2205.0708426547353,18451.0,41868
West Finchley,2017,1,2,E05000061,Barnet,17609.0,216.1,2.161,76.50624710782049,8148.542341508561,16533.000000000007,41868
West Finchley,2017,5,6,E05000061,Barnet,17609.0,216.1,2.161,76.50624710782049,8148.542341508561,16533.000000000007,41868
West Finchley,2017,6,2,E05000061,Barnet,17609.0,216.1,2.161,76.50624710782049,8148.542341508561,16533.000000000007,41868
West Finchley,2017,7,7,E05000061,Barnet,17609.0,216.1,2.161,76.50624710782049,8148.542341508561,16533.000000000007,41868
West Finchley,2017,8,7,E05000061,Barnet,17609.0,216.1,2.161,76.50624710782049,8148.542341508561,16533.000000000007,41868
West Finchley,2017,9,6,E05000061,Barnet,17609.0,216.1,2.161,76.50624710782049,8148.542341508561,16533.000000000007,41868
West Finchley,2017,10,5,E05000061,Barnet,17609.0,216.1,2.161,76.50624710782049,8148.542341508561,16533.000000000007,41868
West Finchley,2017,11,3,E05000061,Barnet,17609.0,216.1,2.161,76.50624710782049,8148.542341508561,16533.000000000007,41868
West Finchley,2017,12,5,E05000061,Barnet,17609.0,216.1,2.161,76.50624710782049,8148.542341508561,16533.000000000007,41868
West Hendon,2017,1,6,E05000062,Barnet,19948.0,342.6,3.426,50.79392877991827,5822.533566841797,17402.0,41868
West Hendon,2017,5,6,E05000062,Barnet,19948.0,342.6,3.426,50.79392877991827,5822.533566841797,17402.0,41868
West Hendon,2017,6,8,E05000062,Barnet,19948.0,342.6,3.426,50.79392877991827,5822.533566841797,17402.0,41868
West Hendon,2017,7,4,E05000062,Barnet,19948.0,342.6,3.426,50.79392877991827,5822.533566841797,17402.0,41868
West Hendon,2017,8,6,E05000062,Barnet,19948.0,342.6,3.426,50.79392877991827,5822.533566841797,17402.0,41868
West Hendon,2017,9,4,E05000062,Barnet,19948.0,342.6,3.426,50.79392877991827,5822.533566841797,17402.0,41868
West Hendon,2017,10,11,E05000062,Barnet,19948.0,342.6,3.426,50.79392877991827,5822.533566841797,17402.0,41868
West Hendon,2017,11,9,E05000062,Barnet,19948.0,342.6,3.426,50.79392877991827,5822.533566841797,17402.0,41868
West Hendon,2017,12,7,E05000062,Barnet,19948.0,342.6,3.426,50.79392877991827,5822.533566841797,17402.0,41868
Woodhouse,2017,1,4,E05000063,Barnet,18648.0,261.2,2.612,67.28560490045942,7139.356814701378,17575.0,41868
Woodhouse,2017,5,5,E05000063,Barnet,18648.0,261.2,2.612,67.28560490045942,7139.356814701378,17575.0,41868
Woodhouse,2017,6,5,E05000063,Barnet,18648.0,261.2,2.612,67.28560490045942,7139.356814701378,17575.0,41868
Woodhouse,2017,7,4,E05000063,Barnet,18648.0,261.2,2.612,67.28560490045942,7139.356814701378,17575.0,41868
Woodhouse,2017,8,3,E05000063,Barnet,18648.0,261.2,2.612,67.28560490045942,7139.356814701378,17575.0,41868
Woodhouse,2017,9,6,E05000063,Barnet,18648.0,261.2,2.612,67.28560490045942,7139.356814701378,17575.0,41868
Woodhouse,2017,10,8,E05000063,Barnet,18648.0,261.2,2.612,67.28560490045942,7139.356814701378,17575.0,41868
Woodhouse,2017,11,11,E05000063,Barnet,18648.0,261.2,2.612,67.28560490045942,7139.356814701378,17575.0,41868
Woodhouse,2017,12,6,E05000063,Barnet,18648.0,261.2,2.612,67.28560490045942,7139.356814701378,17575.0,41868
Brunswick Park,2018,1,16,E05000043,Barnet,16880.0,317.4,3.174,51.650913673598,5318.210459987397,16394.000000000004,40321
Brunswick Park,2018,2,11,E05000043,Barnet,16880.0,317.4,3.174,51.650913673598,5318.210459987397,16394.000000000004,40321
Brunswick Park,2018,3,19,E05000043,Barnet,16880.0,317.4,3.174,51.650913673598,5318.210459987397,16394.000000000004,40321
Brunswick Park,2018,4,18,E05000043,Barnet,16880.0,317.4,3.174,51.650913673598,5318.210459987397,16394.000000000004,40321
Brunswick Park,2018,5,16,E05000043,Barnet,16880.0,317.4,3.174,51.650913673598,5318.210459987397,16394.000000000004,40321
Brunswick Park,2018,6,19,E05000043,Barnet,16880.0,317.4,3.174,51.650913673598,5318.210459987397,16394.000000000004,40321
Brunswick Park,2018,7,19,E05000043,Barnet,16880.0,317.4,3.174,51.650913673598,5318.210459987397,16394.000000000004,40321
Brunswick Park,2018,8,11,E05000043,Barnet,16880.0,317.4,3.174,51.650913673598,5318.210459987397,16394.000000000004,40321
Brunswick Park,2018,9,15,E05000043,Barnet,16880.0,317.4,3.174,51.650913673598,5318.210459987397,16394.000000000004,40321
Brunswick Park,2018,10,23,E05000043,Barnet,16880.0,317.4,3.174,51.650913673598,5318.210459987397,16394.000000000004,40321
Brunswick Park,2018,11,26,E05000043,Barnet,16880.0,317.4,3.174,51.650913673598,5318.210459987397,16394.000000000004,40321
Brunswick Park,2018,12,13,E05000043,Barnet,16880.0,317.4,3.174,51.650913673598,5318.210459987397,16394.000000000004,40321
Burnt Oak,2018,1,16,E05000044,Barnet,20155.0,206.4,2.064,88.2606589147287,9765.019379844962,18217.000000000004,40321
Burnt Oak,2018,2,17,E05000044,Barnet,20155.0,206.4,2.064,88.2606589147287,9765.019379844962,18217.000000000004,40321
Burnt Oak,2018,3,19,E05000044,Barnet,20155.0,206.4,2.064,88.2606589147287,9765.019379844962,18217.000000000004,40321
Burnt Oak,2018,4,17,E05000044,Barnet,20155.0,206.4,2.064,88.2606589147287,9765.019379844962,18217.000000000004,40321
Burnt Oak,2018,5,17,E05000044,Barnet,20155.0,206.4,2.064,88.2606589147287,9765.019379844962,18217.000000000004,40321
Burnt Oak,2018,6,15,E05000044,Barnet,20155.0,206.4,2.064,88.2606589147287,9765.019379844962,18217.000000000004,40321
Burnt Oak,2018,7,11,E05000044,Barnet,20155.0,206.4,2.064,88.2606589147287,9765.019379844962,18217.000000000004,40321
Burnt Oak,2018,8,11,E05000044,Barnet,20155.0,206.4,2.064,88.2606589147287,9765.019379844962,18217.000000000004,40321
Burnt Oak,2018,9,9,E05000044,Barnet,20155.0,206.4,2.064,88.2606589147287,9765.019379844962,18217.000000000004,40321
Burnt Oak,2018,10,18,E05000044,Barnet,20155.0,206.4,2.064,88.2606589147287,9765.019379844962,18217.000000000004,40321
Burnt Oak,2018,11,13,E05000044,Barnet,20155.0,206.4,2.064,88.2606589147287,9765.019379844962,18217.000000000004,40321
Burnt Oak,2018,12,20,E05000044,Barnet,20155.0,206.4,2.064,88.2606589147287,9765.019379844962,18217.000000000004,40321
Childs Hill,2018,1,28,E05000045,Barnet,22395.0,308.9,3.089,64.90449983813532,7249.919067659437,20049.0,40321
Childs Hill,2018,2,26,E05000045,Barnet,22395.0,308.9,3.089,64.90449983813532,7249.919067659437,20049.0,40321
Childs Hill,2018,3,31,E05000045,Barnet,22395.0,308.9,3.089,64.90449983813532,7249.919067659437,20049.0,40321
Childs Hill,2018,4,39,E05000045,Barnet,22395.0,308.9,3.089,64.90449983813532,7249.919067659437,20049.0,40321
Childs Hill,2018,5,21,E05000045,Barnet,22395.0,308.9,3.089,64.90449983813532,7249.919067659437,20049.0,40321
Childs Hill,2018,6,26,E05000045,Barnet,22395.0,308.9,3.089,64.90449983813532,7249.919067659437,20049.0,40321
Childs Hill,2018,7,33,E05000045,Barnet,22395.0,308.9,3.089,64.90449983813532,7249.919067659437,20049.0,40321
Childs Hill,2018,8,38,E05000045,Barnet,22395.0,308.9,3.089,64.90449983813532,7249.919067659437,20049.0,40321
Childs Hill,2018,9,27,E05000045,Barnet,22395.0,308.9,3.089,64.90449983813532,7249.919067659437,20049.0,40321
Childs Hill,2018,10,45,E05000045,Barnet,22395.0,308.9,3.089,64.90449983813532,7249.919067659437,20049.0,40321
Childs Hill,2018,11,49,E05000045,Barnet,22395.0,308.9,3.089,64.90449983813532,7249.919067659437,20049.0,40321
Childs Hill,2018,12,27,E05000045,Barnet,22395.0,308.9,3.089,64.90449983813532,7249.919067659437,20049.0,40321
East Barnet,2018,1,18,E05000048,Barnet,16965.0,375.2,3.752,43.0090618336887,4521.588486140725,16136.999999999998,40321
East Barnet,2018,2,16,E05000048,Barnet,16965.0,375.2,3.752,43.0090618336887,4521.588486140725,16136.999999999998,40321
East Barnet,2018,3,14,E05000048,Barnet,16965.0,375.2,3.752,43.0090618336887,4521.588486140725,16136.999999999998,40321
East Barnet,2018,4,13,E05000048,Barnet,16965.0,375.2,3.752,43.0090618336887,4521.588486140725,16136.999999999998,40321
East Barnet,2018,5,9,E05000048,Barnet,16965.0,375.2,3.752,43.0090618336887,4521.588486140725,16136.999999999998,40321
East Barnet,2018,6,6,E05000048,Barnet,16965.0,375.2,3.752,43.0090618336887,4521.588486140725,16136.999999999998,40321
East Barnet,2018,7,7,E05000048,Barnet,16965.0,375.2,3.752,43.0090618336887,4521.588486140725,16136.999999999998,40321
East Barnet,2018,8,10,E05000048,Barnet,16965.0,375.2,3.752,43.0090618336887,4521.588486140725,16136.999999999998,40321
East Barnet,2018,9,5,E05000048,Barnet,16965.0,375.2,3.752,43.0090618336887,4521.588486140725,16136.999999999998,40321
East Barnet,2018,10,10,E05000048,Barnet,16965.0,375.2,3.752,43.0090618336887,4521.588486140725,16136.999999999998,40321
East Barnet,2018,11,12,E05000048,Barnet,16965.0,375.2,3.752,43.0090618336887,4521.588486140725,16136.999999999998,40321
East Barnet,2018,12,6,E05000048,Barnet,16965.0,375.2,3.752,43.0090618336887,4521.588486140725,16136.999999999998,40321
East Finchley,2018,1,10,E05000049,Barnet,17326.0,252.4,2.524,63.34786053882724,6864.500792393027,15988.999999999996,40321
East Finchley,2018,2,19,E05000049,Barnet,17326.0,252.4,2.524,63.34786053882724,6864.500792393027,15988.999999999996,40321
East Finchley,2018,3,15,E05000049,Barnet,17326.0,252.4,2.524,63.34786053882724,6864.500792393027,15988.999999999996,40321
East Finchley,2018,4,18,E05000049,Barnet,17326.0,252.4,2.524,63.34786053882724,6864.500792393027,15988.999999999996,40321
East Finchley,2018,5,27,E05000049,Barnet,17326.0,252.4,2.524,63.34786053882724,6864.500792393027,15988.999999999996,40321
East Finchley,2018,6,12,E05000049,Barnet,17326.0,252.4,2.524,63.34786053882724,6864.500792393027,15988.999999999996,40321
East Finchley,2018,7,22,E05000049,Barnet,17326.0,252.4,2.524,63.34786053882724,6864.500792393027,15988.999999999996,40321
East Finchley,2018,8,17,E05000049,Barnet,17326.0,252.4,2.524,63.34786053882724,6864.500792393027,15988.999999999996,40321
East Finchley,2018,9,11,E05000049,Barnet,17326.0,252.4,2.524,63.34786053882724,6864.500792393027,15988.999999999996,40321
East Finchley,2018,10,28,E05000049,Barnet,17326.0,252.4,2.524,63.34786053882724,6864.500792393027,15988.999999999996,40321
East Finchley,2018,11,25,E05000049,Barnet,17326.0,252.4,2.524,63.34786053882724,6864.500792393027,15988.999999999996,40321
East Finchley,2018,12,23,E05000049,Barnet,17326.0,252.4,2.524,63.34786053882724,6864.500792393027,15988.999999999996,40321
Edgware,2018,1,29,E05000050,Barnet,20359.0,556.0,5.56,30.086330935251798,3661.690647482015,16728.0,40321
Edgware,2018,2,28,E05000050,Barnet,20359.0,556.0,5.56,30.086330935251798,3661.690647482015,16728.0,40321
Edgware,2018,3,30,E05000050,Barnet,20359.0,556.0,5.56,30.086330935251798,3661.690647482015,16728.0,40321
Edgware,2018,4,28,E05000050,Barnet,20359.0,556.0,5.56,30.086330935251798,3661.690647482015,16728.0,40321
Edgware,2018,5,22,E05000050,Barnet,20359.0,556.0,5.56,30.086330935251798,3661.690647482015,16728.0,40321
Edgware,2018,6,34,E05000050,Barnet,20359.0,556.0,5.56,30.086330935251798,3661.690647482015,16728.0,40321
Edgware,2018,7,18,E05000050,Barnet,20359.0,556.0,5.56,30.086330935251798,3661.690647482015,16728.0,40321
Edgware,2018,8,28,E05000050,Barnet,20359.0,556.0,5.56,30.086330935251798,3661.690647482015,16728.0,40321
Edgware,2018,9,29,E05000050,Barnet,20359.0,556.0,5.56,30.086330935251798,3661.690647482015,16728.0,40321
Edgware,2018,10,35,E05000050,Barnet,20359.0,556.0,5.56,30.086330935251798,3661.690647482015,16728.0,40321
Edgware,2018,11,37,E05000050,Barnet,20359.0,556.0,5.56,30.086330935251798,3661.690647482015,16728.0,40321
Edgware,2018,12,28,E05000050,Barnet,20359.0,556.0,5.56,30.086330935251798,3661.690647482015,16728.0,40321
Finchley Church End,2018,1,43,E05000051,Barnet,16980.0,270.9,2.7089999999999996,58.010335917312666,6267.995570321153,15715.0,40321
Finchley Church End,2018,2,22,E05000051,Barnet,16980.0,270.9,2.7089999999999996,58.010335917312666,6267.995570321153,15715.0,40321
Finchley Church End,2018,3,30,E05000051,Barnet,16980.0,270.9,2.7089999999999996,58.010335917312666,6267.995570321153,15715.0,40321
Finchley Church End,2018,4,45,E05000051,Barnet,16980.0,270.9,2.7089999999999996,58.010335917312666,6267.995570321153,15715.0,40321
Finchley Church End,2018,5,47,E05000051,Barnet,16980.0,270.9,2.7089999999999996,58.010335917312666,6267.995570321153,15715.0,40321
Finchley Church End,2018,6,36,E05000051,Barnet,16980.0,270.9,2.7089999999999996,58.010335917312666,6267.995570321153,15715.0,40321
Finchley Church End,2018,7,27,E05000051,Barnet,16980.0,270.9,2.7089999999999996,58.010335917312666,6267.995570321153,15715.0,40321
Finchley Church End,2018,8,31,E05000051,Barnet,16980.0,270.9,2.7089999999999996,58.010335917312666,6267.995570321153,15715.0,40321
Finchley Church End,2018,9,28,E05000051,Barnet,16980.0,270.9,2.7089999999999996,58.010335917312666,6267.995570321153,15715.0,40321
Finchley Church End,2018,10,32,E05000051,Barnet,16980.0,270.9,2.7089999999999996,58.010335917312666,6267.995570321153,15715.0,40321
Finchley Church End,2018,11,38,E05000051,Barnet,16980.0,270.9,2.7089999999999996,58.010335917312666,6267.995570321153,15715.0,40321
Finchley Church End,2018,12,27,E05000051,Barnet,16980.0,270.9,2.7089999999999996,58.010335917312666,6267.995570321153,15715.0,40321
Garden Suburb,2018,1,9,E05000052,Barnet,16806.0,473.1,4.731,33.66941450010568,3552.3145212428662,15929.0,40321
Garden Suburb,2018,2,8,E05000052,Barnet,16806.0,473.1,4.731,33.66941450010568,3552.3145212428662,15929.0,40321
Garden Suburb,2018,3,12,E05000052,Barnet,16806.0,473.1,4.731,33.66941450010568,3552.3145212428662,15929.0,40321
Garden Suburb,2018,4,7,E05000052,Barnet,16806.0,473.1,4.731,33.66941450010568,3552.3145212428662,15929.0,40321
Garden Suburb,2018,5,8,E05000052,Barnet,16806.0,473.1,4.731,33.66941450010568,3552.3145212428662,15929.0,40321
Garden Suburb,2018,6,13,E05000052,Barnet,16806.0,473.1,4.731,33.66941450010568,3552.3145212428662,15929.0,40321
Garden Suburb,2018,7,7,E05000052,Barnet,16806.0,473.1,4.731,33.66941450010568,3552.3145212428662,15929.0,40321
Garden Suburb,2018,8,11,E05000052,Barnet,16806.0,473.1,4.731,33.66941450010568,3552.3145212428662,15929.0,40321
Garden Suburb,2018,9,8,E05000052,Barnet,16806.0,473.1,4.731,33.66941450010568,3552.3145212428662,15929.0,40321
Garden Suburb,2018,10,4,E05000052,Barnet,16806.0,473.1,4.731,33.66941450010568,3552.3145212428662,15929.0,40321
Garden Suburb,2018,11,14,E05000052,Barnet,16806.0,473.1,4.731,33.66941450010568,3552.3145212428662,15929.0,40321
Garden Suburb,2018,12,14,E05000052,Barnet,16806.0,473.1,4.731,33.66941450010568,3552.3145212428662,15929.0,40321
Golders Green,2018,1,19,E05000053,Barnet,21036.0,297.8,2.978,63.1900604432505,7063.801208865009,18818.0,40321
Golders Green,2018,2,9,E05000053,Barnet,21036.0,297.8,2.978,63.1900604432505,7063.801208865009,18818.0,40321
Golders Green,2018,3,12,E05000053,Barnet,21036.0,297.8,2.978,63.1900604432505,7063.801208865009,18818.0,40321
Golders Green,2018,4,13,E05000053,Barnet,21036.0,297.8,2.978,63.1900604432505,7063.801208865009,18818.0,40321
Golders Green,2018,5,9,E05000053,Barnet,21036.0,297.8,2.978,63.1900604432505,7063.801208865009,18818.0,40321
Golders Green,2018,6,10,E05000053,Barnet,21036.0,297.8,2.978,63.1900604432505,7063.801208865009,18818.0,40321
Golders Green,2018,7,9,E05000053,Barnet,21036.0,297.8,2.978,63.1900604432505,7063.801208865009,18818.0,40321
Golders Green,2018,8,6,E05000053,Barnet,21036.0,297.8,2.978,63.1900604432505,7063.801208865009,18818.0,40321
Golders Green,2018,9,7,E05000053,Barnet,21036.0,297.8,2.978,63.1900604432505,7063.801208865009,18818.0,40321
Golders Green,2018,10,13,E05000053,Barnet,21036.0,297.8,2.978,63.1900604432505,7063.801208865009,18818.0,40321
Golders Green,2018,11,9,E05000053,Barnet,21036.0,297.8,2.978,63.1900604432505,7063.801208865009,18818.0,40321
Golders Green,2018,12,15,E05000053,Barnet,21036.0,297.8,2.978,63.1900604432505,7063.801208865009,18818.0,40321
Hendon,2018,1,17,E05000055,Barnet,20078.0,284.0,2.84,65.04225352112677,7069.718309859155,18472.0,40321
Hendon,2018,2,18,E05000055,Barnet,20078.0,284.0,2.84,65.04225352112677,7069.718309859155,18472.0,40321
Hendon,2018,3,21,E05000055,Barnet,20078.0,284.0,2.84,65.04225352112677,7069.718309859155,18472.0,40321
Hendon,2018,4,11,E05000055,Barnet,20078.0,284.0,2.84,65.04225352112677,7069.718309859155,18472.0,40321
Hendon,2018,5,14,E05000055,Barnet,20078.0,284.0,2.84,65.04225352112677,7069.718309859155,18472.0,40321
Hendon,2018,6,23,E05000055,Barnet,20078.0,284.0,2.84,65.04225352112677,7069.718309859155,18472.0,40321
Hendon,2018,7,20,E05000055,Barnet,20078.0,284.0,2.84,65.04225352112677,7069.718309859155,18472.0,40321
Hendon,2018,8,24,E05000055,Barnet,20078.0,284.0,2.84,65.04225352112677,7069.718309859155,18472.0,40321
Hendon,2018,9,26,E05000055,Barnet,20078.0,284.0,2.84,65.04225352112677,7069.718309859155,18472.0,40321
Hendon,2018,10,18,E05000055,Barnet,20078.0,284.0,2.84,65.04225352112677,7069.718309859155,18472.0,40321
Hendon,2018,11,24,E05000055,Barnet,20078.0,284.0,2.84,65.04225352112677,7069.718309859155,18472.0,40321
Hendon,2018,12,17,E05000055,Barnet,20078.0,284.0,2.84,65.04225352112677,7069.718309859155,18472.0,40321
High Barnet,2018,1,35,E05000056,Barnet,15925.0,830.9,8.309,18.422192802984714,1916.596461668071,15307.0,40321
High Barnet,2018,2,12,E05000056,Barnet,15925.0,830.9,8.309,18.422192802984714,1916.596461668071,15307.0,40321
High Barnet,2018,3,17,E05000056,Barnet,15925.0,830.9,8.309,18.422192802984714,1916.596461668071,15307.0,40321
High Barnet,2018,4,11,E05000056,Barnet,15925.0,830.9,8.309,18.422192802984714,1916.596461668071,15307.0,40321
High Barnet,2018,5,10,E05000056,Barnet,15925.0,830.9,8.309,18.422192802984714,1916.596461668071,15307.0,40321
High Barnet,2018,6,10,E05000056,Barnet,15925.0,830.9,8.309,18.422192802984714,1916.596461668071,15307.0,40321
High Barnet,2018,7,18,E05000056,Barnet,15925.0,830.9,8.309,18.422192802984714,1916.596461668071,15307.0,40321
High Barnet,2018,8,11,E05000056,Barnet,15925.0,830.9,8.309,18.422192802984714,1916.596461668071,15307.0,40321
High Barnet,2018,9,9,E05000056,Barnet,15925.0,830.9,8.309,18.422192802984714,1916.596461668071,15307.0,40321
High Barnet,2018,10,22,E05000056,Barnet,15925.0,830.9,8.309,18.422192802984714,1916.596461668071,15307.0,40321
High Barnet,2018,11,15,E05000056,Barnet,15925.0,830.9,8.309,18.422192802984714,1916.596461668071,15307.0,40321
High Barnet,2018,12,19,E05000056,Barnet,15925.0,830.9,8.309,18.422192802984714,1916.596461668071,15307.0,40321
Mill Hill,2018,1,14,E05000057,Barnet,21277.0,938.7,9.387,19.655907105571533,2266.6453606050923,18451.0,40321
Mill Hill,2018,2,11,E05000057,Barnet,21277.0,938.7,9.387,19.655907105571533,2266.6453606050923,18451.0,40321
Mill Hill,2018,3,15,E05000057,Barnet,21277.0,938.7,9.387,19.655907105571533,2266.6453606050923,18451.0,40321
Mill Hill,2018,4,8,E05000057,Barnet,21277.0,938.7,9.387,19.655907105571533,2266.6453606050923,18451.0,40321
Mill Hill,2018,5,7,E05000057,Barnet,21277.0,938.7,9.387,19.655907105571533,2266.6453606050923,18451.0,40321
Mill Hill,2018,6,7,E05000057,Barnet,21277.0,938.7,9.387,19.655907105571533,2266.6453606050923,18451.0,40321
Mill Hill,2018,7,9,E05000057,Barnet,21277.0,938.7,9.387,19.655907105571533,2266.6453606050923,18451.0,40321
Mill Hill,2018,8,6,E05000057,Barnet,21277.0,938.7,9.387,19.655907105571533,2266.6453606050923,18451.0,40321
Mill Hill,2018,9,6,E05000057,Barnet,21277.0,938.7,9.387,19.655907105571533,2266.6453606050923,18451.0,40321
Mill Hill,2018,10,12,E05000057,Barnet,21277.0,938.7,9.387,19.655907105571533,2266.6453606050923,18451.0,40321
Mill Hill,2018,11,9,E05000057,Barnet,21277.0,938.7,9.387,19.655907105571533,2266.6453606050923,18451.0,40321
Mill Hill,2018,12,9,E05000057,Barnet,21277.0,938.7,9.387,19.655907105571533,2266.6453606050923,18451.0,40321
West Finchley,2018,1,4,E05000061,Barnet,17712.0,216.1,2.161,76.50624710782049,8196.205460434983,16533.000000000007,40321
West Finchley,2018,2,5,E05000061,Barnet,17712.0,216.1,2.161,76.50624710782049,8196.205460434983,16533.000000000007,40321
West Finchley,2018,3,2,E05000061,Barnet,17712.0,216.1,2.161,76.50624710782049,8196.205460434983,16533.000000000007,40321
West Finchley,2018,4,7,E05000061,Barnet,17712.0,216.1,2.161,76.50624710782049,8196.205460434983,16533.000000000007,40321
West Finchley,2018,5,2,E05000061,Barnet,17712.0,216.1,2.161,76.50624710782049,8196.205460434983,16533.000000000007,40321
West Finchley,2018,7,7,E05000061,Barnet,17712.0,216.1,2.161,76.50624710782049,8196.205460434983,16533.000000000007,40321
West Finchley,2018,8,2,E05000061,Barnet,17712.0,216.1,2.161,76.50624710782049,8196.205460434983,16533.000000000007,40321
West Finchley,2018,9,4,E05000061,Barnet,17712.0,216.1,2.161,76.50624710782049,8196.205460434983,16533.000000000007,40321
West Finchley,2018,10,7,E05000061,Barnet,17712.0,216.1,2.161,76.50624710782049,8196.205460434983,16533.000000000007,40321
West Finchley,2018,11,4,E05000061,Barnet,17712.0,216.1,2.161,76.50624710782049,8196.205460434983,16533.000000000007,40321
West Finchley,2018,12,5,E05000061,Barnet,17712.0,216.1,2.161,76.50624710782049,8196.205460434983,16533.000000000007,40321
West Hendon,2018,1,6,E05000062,Barnet,20366.0,342.6,3.426,50.79392877991827,5944.541739638062,17402.0,40321
West Hendon,2018,2,5,E05000062,Barnet,20366.0,342.6,3.426,50.79392877991827,5944.541739638062,17402.0,40321
West Hendon,2018,3,6,E05000062,Barnet,20366.0,342.6,3.426,50.79392877991827,5944.541739638062,17402.0,40321
West Hendon,2018,4,8,E05000062,Barnet,20366.0,342.6,3.426,50.79392877991827,5944.541739638062,17402.0,40321
West Hendon,2018,5,9,E05000062,Barnet,20366.0,342.6,3.426,50.79392877991827,5944.541739638062,17402.0,40321
West Hendon,2018,6,3,E05000062,Barnet,20366.0,342.6,3.426,50.79392877991827,5944.541739638062,17402.0,40321
West Hendon,2018,7,4,E05000062,Barnet,20366.0,342.6,3.426,50.79392877991827,5944.541739638062,17402.0,40321
West Hendon,2018,8,5,E05000062,Barnet,20366.0,342.6,3.426,50.79392877991827,5944.541739638062,17402.0,40321
West Hendon,2018,10,3,E05000062,Barnet,20366.0,342.6,3.426,50.79392877991827,5944.541739638062,17402.0,40321
West Hendon,2018,11,3,E05000062,Barnet,20366.0,342.6,3.426,50.79392877991827,5944.541739638062,17402.0,40321
West Hendon,2018,12,5,E05000062,Barnet,20366.0,342.6,3.426,50.79392877991827,5944.541739638062,17402.0,40321
Woodhouse,2018,1,3,E05000063,Barnet,18755.0,261.2,2.612,67.28560490045942,7180.32159264931,17575.0,40321
Woodhouse,2018,2,3,E05000063,Barnet,18755.0,261.2,2.612,67.28560490045942,7180.32159264931,17575.0,40321
Woodhouse,2018,3,6,E05000063,Barnet,18755.0,261.2,2.612,67.28560490045942,7180.32159264931,17575.0,40321
Woodhouse,2018,4,4,E05000063,Barnet,18755.0,261.2,2.612,67.28560490045942,7180.32159264931,17575.0,40321
Woodhouse,2018,5,7,E05000063,Barnet,18755.0,261.2,2.612,67.28560490045942,7180.32159264931,17575.0,40321
Woodhouse,2018,6,5,E05000063,Barnet,18755.0,261.2,2.612,67.28560490045942,7180.32159264931,17575.0,40321
Woodhouse,2018,7,6,E05000063,Barnet,18755.0,261.2,2.612,67.28560490045942,7180.32159264931,17575.0,40321
Woodhouse,2018,8,4,E05000063,Barnet,18755.0,261.2,2.612,67.28560490045942,7180.32159264931,17575.0,40321
Woodhouse,2018,9,7,E05000063,Barnet,18755.0,261.2,2.612,67.28560490045942,7180.32159264931,17575.0,40321
Woodhouse,2018,10,8,E05000063,Barnet,18755.0,261.2,2.612,67.28560490045942,7180.32159264931,17575.0,40321
Woodhouse,2018,11,9,E05000063,Barnet,18755.0,261.2,2.612,67.28560490045942,7180.32159264931,17575.0,40321
Woodhouse,2018,12,7,E05000063,Barnet,18755.0,261.2,2.612,67.28560490045942,7180.32159264931,17575.0,40321
Brunswick Park,2019,1,23,E05000043,Barnet,16891.0,317.4,3.174,51.650913673598,5321.676118462508,16394.000000000004,40791
Brunswick Park,2019,2,22,E05000043,Barnet,16891.0,317.4,3.174,51.650913673598,5321.676118462508,16394.000000000004,40791
Brunswick Park,2019,3,25,E05000043,Barnet,16891.0,317.4,3.174,51.650913673598,5321.676118462508,16394.000000000004,40791
Brunswick Park,2019,4,10,E05000043,Barnet,16891.0,317.4,3.174,51.650913673598,5321.676118462508,16394.000000000004,40791
Brunswick Park,2019,5,16,E05000043,Barnet,16891.0,317.4,3.174,51.650913673598,5321.676118462508,16394.000000000004,40791
Brunswick Park,2019,6,9,E05000043,Barnet,16891.0,317.4,3.174,51.650913673598,5321.676118462508,16394.000000000004,40791
Brunswick Park,2019,7,11,E05000043,Barnet,16891.0,317.4,3.174,51.650913673598,5321.676118462508,16394.000000000004,40791
Brunswick Park,2019,8,9,E05000043,Barnet,16891.0,317.4,3.174,51.650913673598,5321.676118462508,16394.000000000004,40791
Brunswick Park,2019,9,14,E05000043,Barnet,16891.0,317.4,3.174,51.650913673598,5321.676118462508,16394.000000000004,40791
